rfq_id,product_type,basket_type,autocall_barrier_pct,protection_barrier_pct,no_call_period_months,observation_frequency_days,quoted_implied_vol,notional_credits,counterparty,trader_id,requested_date,executed,start_date,end_date,avg_duration_months,structural_base_vol_mean,structural_base_vol_max,structural_base_vol_min,structural_base_vol_std,realized_vol_63d_mean,realized_vol_63d_max,realized_vol_63d_min,realized_vol_63d_std,n_underlyings
RFQ-013754,Holocron Reverse Convertible,single,1.1522,0.8017,0,365,0.2775,250000,Banco de Coruscant,TRD-005,2016-01-13,False,,,,0.31,0.31,0.31,0.0,0.2824916479567451,0.2824916479567451,0.2824916479567451,0.0,1
RFQ-014862,Holocron Reverse Convertible,single,1.3912,0.8225,0,30,0.1282,250000,Alderaan Wealth Partners,TRD-030,2016-01-13,False,,,,0.11,0.11,0.11,0.0,0.1107676421994861,0.1107676421994861,0.1107676421994861,0.0,1
RFQ-016559,Death Star Phoenix Note,worst_of,1.0406,0.6902,3,30,0.1631,2000000,Corellian Capital,TRD-014,2016-01-13,False,,,,0.165,0.22,0.11,0.07778174593052022,0.15493665882662722,0.1991056754537683,0.1107676421994861,0.062464422350785684,2
RFQ-018600,Death Star Phoenix Note,worst_of,0.9689,0.6441,3,180,0.3179,250000,Alderaan Wealth Partners,TRD-032,2016-01-13,True,2016-01-18,2021-02-28,36.7,0.315,0.35,0.28,0.04949747468305829,0.326556891215525,0.3727226967300309,0.2803910857010191,0.06528830827649285,2
RFQ-018985,Kessel Run Snowball,worst_of,1.0,0.5075,5,90,0.3201,1000000,Kamino Cloning Trust,TRD-034,2016-01-13,True,2016-01-16,2018-11-08,22.86,0.28500000000000003,0.31,0.26,0.03535533905932735,0.25347399956504946,0.2824916479567451,0.2244563511733538,0.041037151903709795,2
RFQ-021770,Kessel Run Snowball,worst_of,1.0,0.5478,3,30,0.2942,2000000,Jabba Asset Management,TRD-011,2016-01-13,True,2016-01-13,2023-12-26,33.6,0.32499999999999996,0.35,0.3,0.03535533905932735,0.3428777068426705,0.3727226967300309,0.3130327169553101,0.04220718946759294,2
RFQ-023154,Wretched Hive Digital,worst_of,1.1803,0.6,0,365,0.235,1000000,Jabba Asset Management,TRD-026,2016-01-13,True,2016-01-17,2020-11-13,52.43,0.25,0.35,0.15,0.14142135623730948,0.2608610871980988,0.3727226967300309,0.1489994776661667,0.15819620530894185,2
RFQ-024172,Kessel Run Snowball,worst_of,1.0,0.5087,3,365,0.3183,500000,Banco de Coruscant,TRD-033,2016-01-13,True,2016-01-16,2025-04-04,61.77,0.29000000000000004,0.32,0.26,0.04242640687119283,0.2613488042042485,0.2982412572351432,0.2244563511733538,0.052173807425503704,2
RFQ-000070,Kessel Run Snowball,worst_of,1.0,0.5678,5,30,0.2363,250000,Chandrila Sovereign Fund,TRD-012,2016-01-14,True,2016-01-17,2023-05-14,36.89,0.265,0.27,0.26,0.007071067811865481,0.2390600502175087,0.2598147644830341,0.2183053359519833,0.029351598397484364,2
RFQ-000184,Wretched Hive Digital,worst_of,1.1649,0.6,0,90,0.1766,250000,First Order Financial,TRD-017,2016-01-14,True,2016-01-16,2018-12-26,31.23,0.185,0.26,0.11,0.10606601717798214,0.16422706719741428,0.2183053359519833,0.1101487984428453,0.07647822110236865,2
RFQ-002706,Death Star Phoenix Note,worst_of,1.0453,0.5974,0,365,0.2946,1000000,Alderaan Wealth Partners,TRD-026,2016-01-14,False,,,,0.265,0.35,0.18,0.12020815280171304,0.5039359448957255,0.6348665078351527,0.3730053819562982,0.1851637778380822,2
RFQ-005025,Death Star Phoenix Note,worst_of,1.0241,0.6731,0,90,0.362,250000,Alderaan Wealth Partners,TRD-032,2016-01-14,False,,,,0.37,0.42,0.32,0.07071067811865474,0.3333455406221299,0.3689690820761384,0.2977219991681214,0.05037929546401896,2
RFQ-005667,Mandalorian Twin-Win,single,1.1561,0.7984,0,90,0.1425,500000,Corellian Capital,TRD-028,2016-01-14,False,,,,0.15,0.15,0.15,0.0,0.1490165070380957,0.1490165070380957,0.1490165070380957,0.0,1
RFQ-006303,Mandalorian Twin-Win,single,1.2626,0.7804,0,90,0.1736,250000,First Order Financial,TRD-022,2016-01-14,True,2016-01-19,2020-08-14,9.32,0.18,0.18,0.18,0.0,0.6348665078351527,0.6348665078351527,0.6348665078351527,0.0,1
RFQ-009661,Holocron Reverse Convertible,single,1.3493,0.7363,0,30,0.3459,1000000,Alderaan Wealth Partners,TRD-030,2016-01-14,True,2016-01-17,2025-11-19,31.24,0.32,0.32,0.32,0.0,0.2977219991681214,0.2977219991681214,0.2977219991681214,0.0,1
RFQ-009903,Wretched Hive Digital,worst_of,1.3025,0.6,0,60,0.4593,100000,Corellian Capital,TRD-010,2016-01-14,False,,,,0.4,0.5,0.3,0.14142135623730953,0.5819565485959963,0.8559602704419406,0.307952826750052,0.38749977957523957,2
RFQ-011686,Holocron Reverse Convertible,single,1.1677,0.8466,0,30,0.2343,100000,Corellian Capital,TRD-017,2016-01-14,False,,,,0.22,0.22,0.22,0.0,0.1978769906879586,0.1978769906879586,0.1978769906879586,0.0,1
RFQ-018155,Sith Eternal Snowball,worst_of,1.0,0.6451,2,180,0.2985,500000,Corellian Capital,TRD-036,2016-01-14,True,2016-01-14,2019-04-19,30.18,0.27,0.28,0.26,0.010000000000000009,0.25486297529705626,0.2864688254561514,0.2183053359519833,0.034350480163354104,3
RFQ-022218,Kessel Run Snowball,worst_of,1.0,0.5746,4,90,0.2734,250000,Jabba Asset Management,TRD-017,2016-01-14,False,,,,0.245,0.27,0.22,0.0353553390593274,0.22884587758549635,0.2598147644830341,0.1978769906879586,0.04379661986209631,2
RFQ-022986,Wretched Hive Digital,worst_of,1.389,0.6,0,90,0.3532,2000000,Corellian Capital,TRD-034,2016-01-14,False,,,,0.29500000000000004,0.31,0.28,0.021213203435596427,0.2841552255748272,0.2864688254561514,0.2818416256935031,0.0032719243300734185,2
RFQ-000306,Death Star Phoenix Note,worst_of,1.0165,0.6339,2,90,0.4722,500000,Chandrila Sovereign Fund,TRD-003,2016-01-15,True,2016-01-15,2021-09-12,60.37,0.425,0.5,0.35,0.10606601717798214,0.6153325755954941,0.8566644111444316,0.3740007400465566,0.3412947548657008,2
RFQ-002559,Death Star Phoenix Note,worst_of,0.9974,0.6347,2,30,0.2404,250000,Banco de Coruscant,TRD-025,2016-01-15,False,,,,0.245,0.27,0.22,0.03535533905932738,0.22670054081911867,0.2598070028768002,0.1935940787614371,0.04681960764416353,2
RFQ-003908,Kessel Run Snowball,worst_of,1.0,0.5705,5,30,0.1581,100000,Chandrila Sovereign Fund,TRD-015,2016-01-15,False,,,,0.165,0.22,0.11,0.07778174593052022,0.15171351188309234,0.1935940787614371,0.1098329450047476,0.05922806567922859,2
RFQ-005211,Holocron Reverse Convertible,single,1.393,0.8331,0,30,0.2694,2000000,Jabba Asset Management,TRD-002,2016-01-15,False,,,,0.26,0.26,0.26,0.0,0.2267357479678466,0.2267357479678466,0.2267357479678466,0.0,1
RFQ-009509,Kessel Run Snowball,worst_of,1.0,0.6483,6,90,0.3182,100000,Jabba Asset Management,TRD-025,2016-01-15,True,2016-01-18,2018-01-25,16.85,0.31,0.32,0.3,0.014142135623730963,0.3025976485158697,0.305762258199333,0.2994330388324064,0.004475433933971044,2
RFQ-011689,Mandalorian Twin-Win,single,1.2364,0.803,0,60,0.1043,250000,Nal Hutta Traders,TRD-011,2016-01-15,True,2016-01-19,2020-02-05,44.63,0.11,0.11,0.11,0.0,0.1098329450047476,0.1098329450047476,0.1098329450047476,0.0,1
RFQ-012518,Death Star Phoenix Note,worst_of,0.9802,0.643,3,30,0.1862,500000,Chandrila Sovereign Fund,TRD-012,2016-01-15,True,2016-01-15,2018-12-12,15.9,0.21500000000000002,0.28,0.15,0.0919238815542512,0.22135676375142915,0.2886560249393287,0.1540575025635296,0.09517552790961678,2
RFQ-014531,Wretched Hive Digital,worst_of,1.2476,0.6,0,180,0.2516,1000000,Nal Hutta Traders,TRD-025,2016-01-15,False,,,,0.225,0.27,0.18,0.0636396103067893,0.4466915766547841,0.6335761504327679,0.2598070028768002,0.26429469883514006,2
RFQ-015693,Wretched Hive Digital,worst_of,1.2453,0.6,0,365,0.2211,1000000,Kamino Cloning Trust,TRD-017,2016-01-15,False,,,,0.22999999999999998,0.35,0.11,0.16970562748477142,0.2419168425256521,0.3740007400465566,0.1098329450047476,0.18679483924516116,2
RFQ-018334,Wretched Hive Digital,worst_of,1.3067,0.6,0,30,0.2503,250000,Corellian Capital,TRD-029,2016-01-15,False,,,,0.27,0.28,0.26,0.014142135623730963,0.25769588645358765,0.2886560249393287,0.2267357479678466,0.04378424773948421,2
RFQ-019131,Wretched Hive Digital,worst_of,1.2633,0.6,0,90,0.3569,100000,Jabba Asset Management,TRD-027,2016-01-15,True,2016-01-19,2021-03-26,64.92,0.32,0.5,0.14,0.2545584412271571,0.49634439204119746,0.8566644111444316,0.1360243729379633,0.5095694578103265,2
RFQ-020349,Death Star Phoenix Note,worst_of,1.0461,0.6514,3,30,0.2375,250000,Corellian Capital,TRD-037,2016-01-15,False,,,,0.22,0.3,0.14,0.11313708498984758,0.22089331556864816,0.305762258199333,0.1360243729379633,0.12002280969257866,2
RFQ-023009,Holocron Reverse Convertible,single,1.3386,0.7778,0,1,0.3992,100000,Nal Hutta Traders,TRD-026,2016-01-15,False,,,,0.35,0.35,0.35,0.0,0.3740007400465566,0.3740007400465566,0.3740007400465566,0.0,1
RFQ-023093,Mandalorian Twin-Win,single,1.2647,0.8478,0,30,0.1619,100000,Kamino Cloning Trust,TRD-020,2016-01-15,True,2016-01-20,2022-11-09,53.99,0.15,0.15,0.15,0.0,0.1540575025635296,0.1540575025635296,0.1540575025635296,0.0,1
RFQ-024772,Death Star Phoenix Note,worst_of,0.9934,0.6195,3,365,0.3203,250000,Nal Hutta Traders,TRD-016,2016-01-15,True,2016-01-17,2024-03-20,44.24,0.3,0.42,0.18,0.16970562748477142,0.5016300302453773,0.6335761504327679,0.3696839100579868,0.18659999267151817,2
RFQ-000372,Mandalorian Twin-Win,single,1.1952,0.8459,0,30,0.1326,500000,Chandrila Sovereign Fund,TRD-027,2016-01-18,False,,,,0.14,0.14,0.14,0.0,0.1344941940790999,0.1344941940790999,0.1344941940790999,0.0,1
RFQ-001048,Mandalorian Twin-Win,single,1.2775,0.7626,0,90,0.5101,250000,First Order Financial,TRD-023,2016-01-18,False,,,,0.5,0.5,0.5,0.0,0.8560749994184416,0.8560749994184416,0.8560749994184416,0.0,1
RFQ-004127,Kessel Run Snowball,worst_of,1.0,0.5214,3,30,0.454,500000,Banco de Coruscant,TRD-031,2016-01-18,False,,,,0.38,0.5,0.26,0.16970562748477142,0.5414126134654293,0.8560749994184416,0.2267502275124172,0.4449998137834272,2
RFQ-005024,Holocron Reverse Convertible,single,1.1604,0.8045,0,30,0.2192,250000,Chandrila Sovereign Fund,TRD-020,2016-01-18,False,,,,0.22,0.22,0.22,0.0,0.1919823638324877,0.1919823638324877,0.1919823638324877,0.0,1
RFQ-005186,Holocron Reverse Convertible,single,1.2942,0.7611,0,30,0.1197,250000,First Order Financial,TRD-004,2016-01-18,False,,,,0.14,0.14,0.14,0.0,0.1344941940790999,0.1344941940790999,0.1344941940790999,0.0,1
RFQ-007241,Kessel Run Snowball,worst_of,1.0,0.5651,5,90,0.3868,2000000,Alderaan Wealth Partners,TRD-028,2016-01-18,False,,,,0.345,0.42,0.27,0.10606601717798213,0.31526989410041406,0.3707872768503003,0.2597525113505279,0.07851343563234718,2
RFQ-008000,Holocron Reverse Convertible,single,1.332,0.7409,0,30,0.2298,100000,Corellian Capital,TRD-023,2016-01-18,True,2016-01-23,2023-09-07,46.05,0.22,0.22,0.22,0.0,0.1919823638324877,0.1919823638324877,0.1919823638324877,0.0,1
RFQ-008782,Holocron Reverse Convertible,single,1.3908,0.7958,0,30,0.3171,1000000,Corellian Capital,TRD-022,2016-01-18,True,2016-01-20,2022-06-26,42.49,0.27,0.27,0.27,0.0,0.2597525113505279,0.2597525113505279,0.2597525113505279,0.0,1
RFQ-014025,Kessel Run Snowball,worst_of,1.0,0.5019,5,30,0.1559,250000,Banco de Coruscant,TRD-037,2016-01-18,True,2016-01-19,2018-03-04,14.85,0.14500000000000002,0.15,0.14,0.007071067811865472,0.1448101536032258,0.1551261131273517,0.1344941940790999,0.01458896986791074,2
RFQ-019171,Mandalorian Twin-Win,single,1.2291,0.7788,0,1,0.4898,100000,Nal Hutta Traders,TRD-009,2016-01-18,True,2016-01-19,2018-10-15,4.66,0.5,0.5,0.5,0.0,0.8560749994184416,0.8560749994184416,0.8560749994184416,0.0,1
RFQ-019750,Mandalorian Twin-Win,single,1.2393,0.7654,0,30,0.1755,1000000,Corellian Capital,TRD-032,2016-01-18,False,,,,0.18,0.18,0.18,0.0,0.6333904618989763,0.6333904618989763,0.6333904618989763,0.0,1
RFQ-022258,Sith Eternal Snowball,worst_of,1.0,0.577,2,60,0.2712,250000,Alderaan Wealth Partners,TRD-012,2016-01-18,True,2016-01-18,2024-07-21,54.0,0.23333333333333336,0.28,0.15,0.07234178138070235,0.23442826831757557,0.2884061804748472,0.1551261131273517,0.07015612626087801,3
RFQ-023773,Kessel Run Snowball,worst_of,1.0,0.5989,3,90,0.288,250000,Nal Hutta Traders,TRD-015,2016-01-18,True,2016-01-22,2024-01-26,40.8,0.25,0.35,0.15,0.14142135623730948,0.2613210813911589,0.3675160496549661,0.1551261131273517,0.15018236437445656,2
RFQ-023896,Kessel Run Snowball,worst_of,1.0,0.6212,6,365,0.2956,100000,Kamino Cloning Trust,TRD-025,2016-01-18,True,2016-01-18,2024-04-20,82.76,0.33999999999999997,0.5,0.18,0.2262741699796952,0.7447327306587089,0.8560749994184416,0.6333904618989763,0.15746174654540404,2
RFQ-000033,Holocron Reverse Convertible,single,1.3078,0.7114,0,90,0.1432,250000,Jabba Asset Management,TRD-004,2016-01-19,False,,,,0.14,0.14,0.14,0.0,0.1357685995390373,0.1357685995390373,0.1357685995390373,0.0,1
RFQ-001043,Mandalorian Twin-Win,single,1.2847,0.7565,0,30,0.2775,100000,Banco de Coruscant,TRD-022,2016-01-19,False,,,,0.32,0.32,0.32,0.0,0.2973831670143089,0.2973831670143089,0.2973831670143089,0.0,1
RFQ-002626,Sith Eternal Snowball,worst_of,1.0,0.577,2,30,0.2958,250000,Corellian Capital,TRD-033,2016-01-19,True,2016-01-22,2024-08-05,43.98,0.27666666666666667,0.31,0.22,0.04932882862316247,0.2611428719308932,0.3075983176300976,0.1926673359880342,0.06054705538716227,3
RFQ-007055,Holocron Reverse Convertible,single,1.3631,0.714,0,180,0.2853,250000,Kamino Cloning Trust,TRD-007,2016-01-19,True,2016-01-21,2021-02-02,36.07,0.3,0.3,0.3,0.0,0.3075983176300976,0.3075983176300976,0.3075983176300976,0.0,1
RFQ-010814,Wretched Hive Digital,worst_of,1.3894,0.6,0,30,0.1913,100000,Banco de Coruscant,TRD-005,2016-01-19,True,2016-01-20,2025-09-24,102.96,0.20500000000000002,0.27,0.14,0.09192388155425119,0.2000771254081378,0.2643856512772383,0.1357685995390373,0.09094598946030294,2
RFQ-013171,Mandalorian Twin-Win,single,1.1629,0.8117,0,60,0.3585,500000,Corellian Capital,TRD-009,2016-01-19,False,,,,0.35,0.35,0.35,0.0,0.3613896186023372,0.3613896186023372,0.3613896186023372,0.0,1
RFQ-013186,Wretched Hive Digital,worst_of,1.3582,0.6,0,30,0.3175,2000000,Kamino Cloning Trust,TRD-039,2016-01-19,False,,,,0.29500000000000004,0.31,0.28,0.021213203435596385,0.28649352189373944,0.2898240816129311,0.2831629621745477,0.004710122725174433,2
RFQ-014903,Holocron Reverse Convertible,single,1.1583,0.7888,0,30,0.3675,100000,First Order Financial,TRD-007,2016-01-19,False,,,,0.32,0.32,0.32,0.0,0.2973831670143089,0.2973831670143089,0.2973831670143089,0.0,1
RFQ-018181,Sith Eternal Snowball,worst_of,1.0,0.6344,4,1,0.205,250000,Chandrila Sovereign Fund,TRD-035,2016-01-19,False,,,,0.18666666666666668,0.27,0.14,0.07234178138070237,0.1860504661370402,0.2643856512772383,0.1357685995390373,0.06874465804976537,3
RFQ-020341,Kessel Run Snowball,worst_of,1.0,0.5255,6,90,0.2833,1000000,Corellian Capital,TRD-026,2016-01-19,False,,,,0.305,0.35,0.26,0.06363961030678926,0.2945763763964737,0.3613896186023372,0.2277631341906102,0.09448819327365064,2
RFQ-022340,Wretched Hive Digital,worst_of,1.3895,0.6,0,90,0.2444,250000,Chandrila Sovereign Fund,TRD-022,2016-01-19,False,,,,0.22,0.26,0.18,0.05656854249492382,0.4309410775737113,0.6341190209568124,0.2277631341906102,0.2873370031074544,2
RFQ-023999,Sith Eternal Snowball,worst_of,1.0,0.6304,6,180,0.2591,100000,First Order Financial,TRD-006,2016-01-19,False,,,,0.22999999999999998,0.32,0.11,0.10816653826391968,0.2139696858521797,0.2973831670143089,0.11676275635162,0.09109680345538095,3
RFQ-004800,Kessel Run Snowball,worst_of,1.0,0.5989,4,30,0.2468,250000,Alderaan Wealth Partners,TRD-031,2016-01-20,True,2016-01-25,2024-01-20,36.77,0.275,0.28,0.27,0.007071067811865481,0.2828348122110432,0.2938129187197158,0.2718567057023705,0.015525387113741206,2
RFQ-008356,Wretched Hive Digital,worst_of,1.3625,0.6,0,180,0.1533,1000000,Alderaan Wealth Partners,TRD-032,2016-01-20,False,,,,0.16499999999999998,0.18,0.15,0.021213203435596416,0.4866627621418635,0.8175939876752369,0.15573153660849,0.46800742736204626,2
RFQ-009116,Mandalorian Twin-Win,single,1.2906,0.8018,0,90,0.134,500000,Kamino Cloning Trust,TRD-033,2016-01-20,True,2016-01-21,2025-05-18,96.78,0.14,0.14,0.14,0.0,0.135793066177864,0.135793066177864,0.135793066177864,0.0,1
RFQ-011503,Wretched Hive Digital,worst_of,1.245,0.6,0,30,0.2794,250000,Alderaan Wealth Partners,TRD-014,2016-01-20,False,,,,0.315,0.35,0.28,0.04949747468305829,0.32725267876793585,0.3606924388161559,0.2938129187197158,0.04729096218269476,2
RFQ-013671,Sith Eternal Snowball,worst_of,1.0,0.6201,6,30,0.1884,250000,Nal Hutta Traders,TRD-005,2016-01-20,True,2016-01-23,2023-09-11,37.89,0.18333333333333335,0.26,0.11,0.07505553499465135,0.3880230561492824,0.8175939876752369,0.1164123423039478,0.37633428986564427,3
RFQ-014160,Kessel Run Snowball,worst_of,1.0,0.6286,4,30,0.2396,250000,Alderaan Wealth Partners,TRD-003,2016-01-20,True,2016-01-20,2023-09-13,35.13,0.265,0.27,0.26,0.007071067811865481,0.25095977208551645,0.2718567057023705,0.2300628384686624,0.029552726932965276,2
RFQ-014861,Sith Eternal Snowball,worst_of,1.0,0.6391,4,365,0.2215,250000,Corellian Capital,TRD-034,2016-01-20,True,2016-01-20,2020-06-22,44.23,0.24333333333333332,0.35,0.11,0.12220201853215573,0.24965382894082477,0.3606924388161559,0.1164123423039478,0.12364431725869864,3
RFQ-024037,Death Star Phoenix Note,worst_of,1.0377,0.5877,1,90,0.2061,100000,Nal Hutta Traders,TRD-028,2016-01-20,True,2016-01-24,2021-06-07,38.74,0.21000000000000002,0.27,0.15,0.08485281374238572,0.21379412115543028,0.2718567057023705,0.15573153660849,0.08211289453271742,2
RFQ-024554,Holocron Reverse Convertible,single,1.3999,0.8411,0,90,0.288,100000,First Order Financial,TRD-007,2016-01-20,True,2016-01-24,2018-05-13,20.3,0.31,0.31,0.31,0.0,0.2831076643617756,0.2831076643617756,0.2831076643617756,0.0,1
RFQ-008311,Wretched Hive Digital,worst_of,1.2272,0.6,0,30,0.4113,250000,Alderaan Wealth Partners,TRD-018,2016-01-21,False,,,,0.38,0.5,0.26,0.16970562748477142,0.5494450287609578,0.8678062404201349,0.2310838171017807,0.45023074326193974,2
RFQ-010444,Sith Eternal Snowball,worst_of,1.0,0.5797,3,365,0.3513,2000000,Nal Hutta Traders,TRD-017,2016-01-21,True,2016-01-21,2022-06-26,61.92,0.3333333333333333,0.42,0.26,0.0808290376865476,0.30515080330218924,0.3856240841643779,0.2310838171017807,0.07746905184920543,3
RFQ-018135,Wretched Hive Digital,worst_of,1.3396,0.6,0,30,0.3061,100000,Nal Hutta Traders,TRD-012,2016-01-21,True,2016-01-25,2024-09-12,94.62,0.33999999999999997,0.5,0.18,0.2262741699796952,0.8419789591905902,0.8678062404201349,0.8161516779610456,0.036525291394046054,2
RFQ-018714,Kessel Run Snowball,worst_of,1.0,0.5333,5,180,0.2473,1000000,Alderaan Wealth Partners,TRD-001,2016-01-21,True,2016-01-23,2024-01-23,58.56,0.21500000000000002,0.28,0.15,0.09192388155425121,0.22495456024853924,0.2987171695616302,0.1511919509354483,0.1043160824866012,2
RFQ-019729,Kessel Run Snowball,worst_of,1.0,0.5116,4,90,0.364,100000,Banco de Coruscant,TRD-022,2016-01-21,False,,,,0.365,0.42,0.31,0.07778174593052022,0.33404628765537664,0.3856240841643779,0.2824684911463754,0.07294201934034923,2
RFQ-020422,Sith Eternal Snowball,worst_of,1.0,0.6434,6,90,0.2822,250000,First Order Financial,TRD-006,2016-01-21,True,2016-01-23,2021-04-09,36.24,0.23666666666666666,0.27,0.18,0.049328828623162485,0.4389223863156499,0.8161516779610456,0.2310838171017807,0.3272552720538126,3
RFQ-021499,Kessel Run Snowball,worst_of,1.0,0.6237,6,180,0.3361,100000,First Order Financial,TRD-005,2016-01-21,False,,,,0.36,0.42,0.3,0.08485281374238571,0.33752651556185703,0.3856240841643779,0.2894289469593362,0.06802023383485534,2
RFQ-004042,Holocron Reverse Convertible,single,1.2151,0.8415,0,180,0.3003,100000,Kamino Cloning Trust,TRD-026,2016-01-22,False,,,,0.31,0.31,0.31,0.0,0.2816309861853258,0.2816309861853258,0.2816309861853258,0.0,1
RFQ-005741,Mandalorian Twin-Win,single,1.2985,0.7952,0,30,0.1722,250000,Banco de Coruscant,TRD-001,2016-01-22,True,2016-01-25,2025-10-06,63.27,0.15,0.15,0.15,0.0,0.150978866854418,0.150978866854418,0.150978866854418,0.0,1
RFQ-006383,Sith Eternal Snowball,worst_of,1.0,0.5679,6,90,0.4028,250000,Banco de Coruscant,TRD-004,2016-01-22,True,2016-01-24,2021-04-22,67.53,0.39666666666666667,0.5,0.27,0.11676186592091328,0.5119906550053849,0.8649628751540148,0.272888456406297,0.3120301518918194,3
RFQ-009282,Death Star Phoenix Note,worst_of,1.0171,0.5709,0,365,0.2987,250000,Nal Hutta Traders,TRD-036,2016-01-22,False,,,,0.25,0.28,0.22,0.04242640687119288,0.24536484921649238,0.2987713534085867,0.1919583450243981,0.07552820254739531,2
RFQ-009862,Sith Eternal Snowball,worst_of,1.0,0.6446,5,90,0.2978,100000,Corellian Capital,TRD-007,2016-01-22,False,,,,0.3,0.32,0.27,0.02645751311064589,0.2845476864568275,0.2991236167788597,0.272888456406297,0.013358565241029982,3
RFQ-010717,Death Star Phoenix Note,worst_of,1.0483,0.6329,2,30,0.3269,250000,First Order Financial,TRD-019,2016-01-22,False,,,,0.36,0.42,0.3,0.08485281374238571,0.3446080520389634,0.3981206334558426,0.2910954706220842,0.07567821839734502,2
RFQ-018494,Wretched Hive Digital,worst_of,1.2248,0.6,0,30,0.2684,100000,Nal Hutta Traders,TRD-027,2016-01-22,False,,,,0.315,0.35,0.28,0.04949747468305829,0.32873677993036077,0.3587022064521349,0.2987713534085867,0.04237751258938741,2
RFQ-021593,Holocron Reverse Convertible,single,1.1611,0.814,0,90,0.2298,250000,Kamino Cloning Trust,TRD-008,2016-01-22,False,,,,0.27,0.27,0.27,0.0,0.272888456406297,0.272888456406297,0.272888456406297,0.0,1
RFQ-021670,Wretched Hive Digital,worst_of,1.3706,0.6,0,30,0.2082,1000000,Nal Hutta Traders,TRD-039,2016-01-22,False,,,,0.23,0.28,0.18,0.07071067811865478,0.5567048825889458,0.814638411769305,0.2987713534085867,0.36477309515762035,2
RFQ-022215,Mandalorian Twin-Win,single,1.243,0.7512,0,365,0.1174,500000,Nal Hutta Traders,TRD-006,2016-01-22,True,2016-01-24,2024-11-01,74.07,0.11,0.11,0.11,0.0,0.1133283996516336,0.1133283996516336,0.1133283996516336,0.0,1
